NettingSetId,NettingName,NettingType,CounterpartyId,Collateral,MTA,InputCurrency
17300_C_VM CSA Eng,VM CSA Eng,Margined,cpty34,1090000,0,USD
17538_A_Unmargined,VM CSA Eng,Margined,cpty35,82046068,400000,USD
1761_A_Unmargined,CSA,Margined,cpty36,8185874,2500000,EUR
17743_A_CSA,CSA,Margined,cpty37,2700000,1000000,USD
18139_A_Unmargined,VM CSA NY,Margined,cpty38,-99202,4000000,JPY
18249_A_Unmargined,CSA,Margined,cpty39,-636635,250000,USD
2344_A_Unmargined,VM CSA Eng,Margined,cpty40,9916203,250000,USD
3573_A_Unmargined,CSA,Margined,cpty41,-1140000,100000,USD
4280_A_CSA,CSA,Margined,cpty42,130,185000,EUR
4283_A_Unmargined,VM CSA Eng,Margined,cpty43,-1250000,250000,USD
4299_A_CSA,VM CSA Eng,Margined,cpty44,850000,400000,USD
4314_A_Unmargined,VM CSA Eng,Margined,cpty45,1300000,450000,USD
4490_A_CSA,VM CSA Eng,Margined,cpty46,-8610000,250000,USD
4524_A_Unmargined,VM CSA Eng,Margined,cpty47,300000,250000,USD
4943_A_Unmargined,CSA,Margined,cpty48,810000,500000,USD
5017_A_Unmargined,VM CSA NY,Margined,cpty49,-2600000,250000,USD
6179_A_Unmargined,VM CSA Eng,Margined,cpty50,2327468,250000,EUR
6425_A_Unmargined,CSA,Margined,cpty51,7760000,1000000,USD
6514_A_Unmargined,VM CSA Eng,Margined,cpty52,136242,100000,EUR
766_A_Unmargined,VM CSA Eng,Margined,cpty53,599465,250000,USD
9099_A_CSA,CSA,Margined,cpty54,-36000,250000,USD
943_A_Unmargined,VM CSA NY,Margined,cpty55,-2370000,100000,USD
9470_A_CSA,VM CSA Eng,Margined,cpty56,820000,250000,USD
11227_A_Unmargined,CSA,Margined,cpty57,27655321,1000000,USD
11776_A_Unmargined,VM CSA Eng,Margined,cpty58,38511072,100000,EUR
1179_A_Unmargined,CSA,Margined,cpty59,-20500000,1000000,USD
12418_A_Unmargined,CSA,Margined,cpty60,8320000,250000,USD
14975_A_CSA,CSA,Margined,cpty61,15947694,1000000,USD
1718_B_CSA,VM CSA Eng,Margined,cpty62,1010000,100000,USD
17823_A_CSA,VM CSA Eng,Margined,cpty63,4850000,250000,USD
3854_A_CSA,VM CSA Eng,Margined,cpty64,1790000,400000,USD
3863_A_CSA,VM CSA NY,Margined,cpty65,1630000,250000,USD
6435_A_Unmargined,VM CSA Eng,Margined,cpty66,-1501555,250000,GBP
856_A_Unmargined,VM CSA Eng,Margined,cpty67,-330000,250000,USD
8663_A_VM CSA NY,VM CSA Eng,Margined,cpty68,1391000,500000,EUR
877_A_Unmargined,VM CSA Eng,Margined,cpty69,7250000,100000,USD
116_A_Unmargined,CSA,Margined,cpty70,-1840000,1000000,USD
11767_A_Unmargined,VM CSA Eng,Margined,cpty71,-2668044,250000,USD
11812_A_Unmargined,VM CSA Eng,Margined,cpty72,-9020000,250000,USD
12042_A_Unmargined,VM CSA Eng,Margined,cpty73,-2520477,250000,EUR
13321_A_Unmargined,CSA,Margined,cpty74,350000,250000,USD
13342_A_Unmargined,VM CSA NY,Margined,cpty75,-250000,100000,USD
1402_A_Unmargined,VM CSA NY,Margined,cpty76,1139500,100000,USD
14097_A_Unmargined,CSA,Margined,cpty77,7401621,250000,USD
1460_A_Unmargined,VM CSA Eng,Margined,cpty78,-283838,250000,EUR
1464_A_Unmargined,CSA,Margined,cpty79,-24529149,1000000,USD
14663_A_Unmargined,VM CSA Eng,Margined,cpty13,-4950126,100000,EUR
14748_A_Unmargined,CSA,Margined,cpty14,5250000,500000,USD
15223_A_Unmargined,CSA,Margined,cpty15,-350000,250000,USD
1542_A_CSA,CSA,Margined,cpty16,3000000,30000,USD
16202_A_Unmargined,VM CSA Eng,Margined,cpty17,-7580000,250000,USD
16412_A_Unmargined,VM CSA Eng,Margined,cpty18,3542292,250000,EUR
17501_A_Unmargined,CSA,Margined,cpty19,-1090000,250000,USD
17527_A_VM CSA NY,VM CSA Eng,Margined,cpty20,306545,250000,EUR
17626_A_Unmargined,VM CSA Eng,Margined,cpty21,-2240000,0,USD
17719_A_Unmargined,VM CSA Eng,Margined,cpty22,620000,400000,USD
17742_A_Unmargined,VM CSA Eng,Margined,cpty23,-65295382,400000,USD
17994_A_Unmargined,CSA,Margined,cpty24,0,500000,USD
18000_A_VM CSA Eng,CSA,Margined,cpty25,1530000,250000,USD
18422_A_Unmargined,VM CSA Eng,Margined,cpty26,-2590000,250000,USD
18423_A_Unmargined,VM CSA Eng,Margined,cpty27,550000,250000,USD
1905_A_Unmargined,VM CSA Eng,Margined,cpty28,3040000,250000,USD
2091_A_Unmargined,CSA,Margined,cpty29,170000,100000,USD
2436_A_Unmargined,CSA,Margined,cpty30,-4859961,15000000,THB
2558_A_Unmargined,VM CSA NY,Margined,cpty31,1210000,250000,USD
261_A_CSA,VM CSA Eng,Margined,cpty32,-120000,100000,USD
27_B_VM CSA Eng,VM CSA Eng,Margined,cpty33,1870000,250000,USD
2872_A_Unmargined,VM CSA Eng,Margined,cpty34,380000,250000,USD
2957_A_Unmargined,CSA,Margined,cpty35,2241127,200000,USD
3028_A_Unmargined,VM CSA Eng,Margined,cpty36,4190000,100000,USD
3387_A_Unmargined,CSA,Margined,cpty37,13388501,250000,USD
3465_A_Unmargined,VM CSA Eng,Margined,cpty38,-27450000,100000,USD
3966_A_Unmargined,VM CSA Eng,Margined,cpty39,540000,250000,USD
3993_A_Unmargined,VM CSA NY,Margined,cpty40,-845410000,100000,USD
4042_A_Unmargined,VM CSA NY,Margined,cpty41,1350000,100000,USD
4326_A_Unmargined,VM CSA Eng,Margined,cpty42,730000,250000,USD
4498_A_Unmargined,CSA,Margined,cpty43,8632066,1000000,USD
4789_A_Unmargined,CSA,Margined,cpty44,5098,100000,USD
5076_A_Unmargined,CSA,Margined,cpty45,-110000,100000,USD
5168_A_Unmargined,CSA,Margined,cpty46,-553000,250000,USD
5639_A_Unmargined,CSA,Margined,cpty47,-10774472,1000000,EUR
5796_A_Unmargined,VM CSA Eng,Margined,cpty48,1377722,250000,USD
6621_A_Unmargined,VM CSA NY,Margined,cpty49,-7190000,250000,USD
6628_A_Unmargined,CSA,Margined,cpty50,2272971,1000000,USD
6692_A_Unmargined,VM CSA Eng,Margined,cpty51,2310000,250000,USD
6974_A_VM CSA NY,VM CSA Eng,Margined,cpty52,26220000,250000,USD
7249_A_Unmargined,CSA,Margined,cpty53,200000,50000,USD
7758_A_Unmargined,VM CSA Eng,Margined,cpty54,-7240000,250000,USD
895_A_CSA,VM CSA NY,Margined,cpty55,710000,100000,USD
896_A_Unmargined,CSA,Margined,cpty56,0,500000,USD
905_A_Unmargined,CSA,Margined,cpty57,-14500000,1000000,USD
906_A_Unmargined,VM CSA Eng,Margined,cpty58,18494852,250000,EUR
9373_A_Unmargined,VM CSA Eng,Margined,cpty59,-170000,250000,USD
956_A_Unmargined,CSA,Margined,cpty60,7500000,250000,USD
958_A_Unmargined,CSA,Margined,cpty61,-12200000,500000,USD
9634_A_Unmargined,VM CSA NY,Margined,cpty62,-2471028,25000000,JPY
969_A_Unmargined,VM CSA Eng,Margined,cpty63,31200000,250000,USD
978_A_Unmargined,VM CSA Eng,Margined,cpty64,40817500,75000,USD
9869_A_Unmargined,VM CSA Eng,Margined,cpty65,62060143,250000,USD
9909_A_Unmargined,CSA,Margined,cpty66,728438832,1000000,USD
10133_A_Unmargined,VM CSA Eng,Margined,cpty67,-31950000,0,USD
11277_A_Unmargined,CSA,Margined,cpty68,-1362420,5000000,EUR
12177_A_VM CSA Eng,VM CSA Eng,Margined,cpty69,-2111751,300000,EUR
175_G_VM CSA NY,CSA,Margined,cpty70,-6580000,250000,USD
1826_A_VM CSA Eng,CSA,Margined,cpty71,11848513,500000,EUR
18818_A_Unmargined,VM CSA Eng,Margined,cpty72,874780,25000000,JPY
2096_A_Unmargined,VM CSA Eng,Margined,cpty73,-18150000,250000,USD
535_D_VM CSA Eng,CSA,Margined,cpty74,-88272283,100000,USD
5503_A_CSA,VM CSA NY,Margined,cpty75,-24470000,0,USD
755_B_VM CSA Eng,CSA,Margined,cpty76,-1518580,10000000,THB
1201_A_Unmargined,VM CSA Eng,Margined,cpty77,260000,250000,USD
12168_A_Unmargined,CSA,Margined,cpty78,1990000,100000,USD
12505_A_VM CSA NY,VM CSA Eng,Margined,cpty79,460000,250000,USD
13089_A_VM CSA Eng,VM CSA Eng,Margined,cpty13,2480000,250000,USD
13455_A_Unmargined,VM CSA NY,Margined,cpty14,440000,0,USD
14653_A_Unmargined,VM CSA Eng,Margined,cpty15,19590000,250000,USD
14888_A_VM CSA Eng,VM CSA NY,Margined,cpty16,4240000,100000,USD
16018_A_VM CSA NY,VM CSA Eng,Margined,cpty17,-11600325,250000,USD
17906_A_Unmargined,CSA,Margined,cpty18,-1405740,1000000,USD
18077_A_VM CSA NY,VM CSA Eng,Margined,cpty19,390000,150000,USD
1824_A_VM CSA Eng,VM CSA Eng,Margined,cpty20,-400000,250000,USD
18730_A_Unmargined,VM CSA NY,Margined,cpty21,2573489,250000,USD
2226_C_IM CSA NY,CSA,Margined,cpty22,3250000,250000,USD
5964_A_VM CSA NY,VM CSA Eng,Margined,cpty23,2360000,250000,USD
6175_A_Unmargined,CSA,Margined,cpty24,141116531,250000,USD
7437_A_VM CSA NY,VM CSA Eng,Margined,cpty25,601736,100000,EUR
7476_A_VM CSA NY,VM CSA Eng,Margined,cpty26,-815439,100000,USD
808_A_Unmargined,VM CSA Eng,Margined,cpty27,15457413,100000,USD
8801_A_VM CSA NY,VM CSA Eng,Margined,cpty28,120000,250000,USD
8883_A_VM CSA Eng,VM CSA Eng,Margined,cpty29,-5188550,250000,EUR
8946_A_VM CSA NY,CSA,Margined,cpty30,8730000,250000,USD
9301_A_VM CSA NY,VM CSA NY,Margined,cpty31,20260000,250000,USD
9829_A_Unmargined,VM CSA Eng,Margined,cpty32,980000,400000,USD
10027_A_VM CSA NY,CSA,Margined,cpty33,365072,1000000,USD
11108_A_VM CSA NY,VM CSA Eng,Margined,cpty34,2766473,250000,USD
11454_A_Unmargined,CSA,Margined,cpty35,10782419,1000000,USD
11831_A_VM CSA NY,CSA,Margined,cpty36,2400000,100000,USD
12696_A_VM CSA Eng,VM CSA Eng,Margined,cpty37,-5412127,0,USD
12887_A_VM CSA Eng,VM CSA Eng,Margined,cpty38,-4874398,250000,USD
13068_A_VM CSA Eng,CSA,Margined,cpty39,-1270000,250000,USD
14104_A_Unmargined,VM CSA Eng,Margined,cpty40,334928,250000,USD
1421_A_Unmargined,VM CSA Eng,Margined,cpty41,10720000,0,USD
14358_A_VM CSA NY,CSA,Margined,cpty42,6410186,100000,USD
17048_A_Unmargined,VM CSA Eng,Margined,cpty43,-1240000,100000,USD
17429_A_VM CSA NY,VM CSA Eng,Margined,cpty44,-120000,100000,USD
17435_A_VM CSA NY,CSA,Margined,cpty45,25180005,250000,USD
17842_A_VM CSA Eng,VM CSA Eng,Margined,cpty46,454140,250000,EUR
3055_A_Unmargined,VM CSA Eng,Margined,cpty47,6840000,200000,USD
4654_A_Unmargined,CSA,Margined,cpty48,-737978,1000000,EUR
5164_A_VM CSA NY,VM CSA Eng,Margined,cpty49,-925310,400000,USD
5369_A_VM CSA NY,VM CSA Eng,Margined,cpty50,1230000,100000,USD
7380_A_VM CSA NY,CSA,Margined,cpty51,-3700000,250000,USD
7479_A_VM CSA NY,VM CSA Eng,Margined,cpty52,-10206797,250000,EUR
7531_A_VM CSA NY,VM CSA Eng,Margined,cpty53,-430000,250000,USD
7604_A_VM CSA NY,VM CSA Eng,Margined,cpty54,480000,250000,USD
7703_A_VM CSA NY,CSA,Margined,cpty55,-3710000,500000,USD
8881_A_VM CSA Eng,VM CSA NY,Margined,cpty56,-220000,100000,USD
8882_A_VM CSA Eng,CSA,Margined,cpty57,-5049310,20000000,THB
8955_A_VM CSA NY,CSA,Margined,cpty58,359844431,1000000,USD
8976_A_VM CSA NY,VM CSA Eng,Margined,cpty59,4575000,100000,USD
9060_A_Unmargined,CSA,Margined,cpty60,510000,500000,USD
10107_A_VM CSA NY,VM CSA NY,Margined,cpty61,1110000,100000,USD
10779_B_VM CSA Eng,VM CSA Eng,Margined,cpty62,1030000,250000,USD
11734_A_Unmargined,VM CSA NY,Margined,cpty63,-370000,100000,USD
12467_A_VM CSA Eng,VM CSA NY,Margined,cpty64,280000,250000,USD
1367_A_Unmargined,VM CSA Eng,Margined,cpty65,-3380000,250000,USD
1486_A_IM CSD Eng,VM CSA Eng,Margined,cpty66,-1750000,100000,USD
15438_A_Unmargined,CSA,Margined,cpty67,-18301842,1000000,EUR
15840_A_Unmargined,VM CSA Eng,Margined,cpty68,-760685,100000,EUR
3935_A_Unmargined,VM CSA Eng,Margined,cpty69,28335168,100000,USD
8516_A_Unmargined,VM CSA Eng,Margined,cpty70,1840000,100000,USD
4053_A_Unmargined,CSA,Margined,cpty71,470000,250000,USD
6620_A_Unmargined,VM CSA NY,Margined,cpty72,2847000,250000,USD
10277_A_Unmargined,CSA,Margined,cpty73,30000,100000,USD
11224_A_Unmargined,VM CSA Eng,Margined,cpty74,-7100000,250000,USD
11225_A_Unmargined,CSA,Margined,cpty75,2530000,250000,USD
11231_A_Unmargined,VM CSA Eng,Margined,cpty76,4963313,100000,USD
11234_A_Unmargined,VM CSA Eng,Margined,cpty77,13160000,250000,USD
11239_A_Unmargined,VM CSA NY,Margined,cpty78,2065202,25000000,JPY
11240_A_Unmargined,CSA,Margined,cpty79,5550000,500000,USD
11329_A_Unmargined,VM CSA Eng,Margined,cpty13,840000,250000,USD
11330_A_Unmargined,CSA,Margined,cpty14,3000000,100000,USD
1245_A_CSA,CSA,Margined,cpty15,-9510000,250000,USD
12610_A_CSA,VM CSA Eng,Margined,cpty16,-15430000,250000,USD
13095_A_Unmargined,CSA,Margined,cpty17,3710000,250000,USD
15607_A_Unmargined,VM CSA NY,Margined,cpty18,2060000,250000,USD
1669_A_VM CSA NY,VM CSA Eng,Margined,cpty19,4502572,250000,USD
1785_A_Unmargined,VM CSA Eng,Margined,cpty20,-1060000,250000,USD
11309_A_Unmargined,VM CSA Eng,Margined,cpty21,19600000,400000,USD
3527_A_Unmargined,CSA,Margined,cpty22,15440000,500000,USD
6865_A_Unmargined,VM CSA Eng,Margined,cpty23,-3180000,250000,USD
1311_A_Unmargined,CSA,Margined,cpty24,150000,50000,USD
14211_A_Unmargined,VM CSA Eng,Margined,cpty25,420000,100000,USD
15330_A_Unmargined,VM CSA NY,Margined,cpty26,-540000,250000,USD
15591_A_Unmargined,VM CSA Eng,Margined,cpty27,668362,7000000,INR
645_D_CSD,VM CSA Eng,Margined,cpty28,-1362420,250000,EUR
805_A_Unmargined,VM CSA NY,Margined,cpty29,19,250000,USD
10776_B_VM CSA Eng,CSA,Margined,cpty30,-23949280,500000,MYR
11482_A_CSA,CSA,Margined,cpty31,1520000,100000,USD
13161_A_Unmargined,VM CSA Eng,Margined,cpty32,290000,250000,USD
2702_A_Unmargined,CSA,Margined,cpty33,-18300000,1000000,USD
3134_A_Unmargined,VM CSA NY,Margined,cpty34,11461,250000,USD
485_A_Unmargined,VM CSA Eng,Margined,cpty35,-386019,250000,EUR
4939_A_CSA,CSA,Margined,cpty36,-6263476,5000000,USD
563_B_VM CSA Eng,CSA,Margined,cpty37,-2810000,250000,USD
649_I_VM CSA NY,CSA,Margined,cpty38,-6170000,250000,USD
856_B_CSA,CSA,Margined,cpty39,-45724370,500000,USD
9282_A_CSA,VM CSA Eng,Margined,cpty40,580000,250000,USD
10796_B_VM CSA Eng,CSA,Margined,cpty41,3,100000,USD
1278_A_Unmargined,VM CSA Eng,Margined,cpty42,-3520000,250000,USD
14066_A_VM CSA Eng,VM CSA Eng,Margined,cpty43,20000,250000,USD
15461_A_Unmargined,CSA,Margined,cpty44,-10442024,1000000,MYR
282_B_CSA,VM CSA Eng,Margined,cpty45,80000,50000,USD
4340_A_Unmargined,VM CSA Eng,Margined,cpty46,9321224,250000,EUR
14164_A_Unmargined,CSA,Margined,cpty47,1350000,250000,USD
14168_A_Unmargined,VM CSA Eng,Margined,cpty48,-1300000,250000,USD
14169_A_Unmargined,VM CSA Eng,Margined,cpty49,3979551,100000,USD
14172_A_Unmargined,VM CSA Eng,Margined,cpty50,332559,200000,USD
14173_A_Unmargined,VM CSA Eng,Margined,cpty51,-1190000,500000,USD
16290_A_Unmargined,VM CSA Eng,Margined,cpty52,2179872,100000,EUR
1679_A_VM CSA Eng,CSA,Margined,cpty53,-637480806,1000000,USD
17392_A_Unmargined,VM CSA Eng,Margined,cpty54,-64730000,0,USD
18330_A_CSA,VM CSA NY,Margined,cpty55,1930000,250000,USD
1919_A_VM CSA Eng,CSA,Margined,cpty56,-1850000,250000,USD
3140_A_CSA,VM CSA Eng,Margined,cpty57,3863764,3000000,ZAR
8848_A_Unmargined,VM CSA Eng,Margined,cpty58,2710000,250000,USD
6721_A_CSA,VM CSA Eng,Margined,cpty59,-2134458,250000,EUR
10893_A_VM CSA NY,VM CSA Eng,Margined,cpty60,6471495,350000,EUR
1145_A_Unmargined,VM CSA NY,Margined,cpty61,350000,250000,USD
118_B_VM CSA Eng,No Calls,Margined,cpty62,128,250000,USD
14080_A_Unmargined,VM CSA NY,Margined,cpty63,1274000,250000,USD
14320_A_Unmargined,VM CSA NY,Margined,cpty64,7999171,250000,USD
16467_A_Unmargined,VM CSA NY,Margined,cpty65,79000,50000,USD
16468_A_Unmargined,VM CSA NY,Margined,cpty66,0,300000,USD
16872_A_Unmargined,VM CSA NY,Margined,cpty67,520000,250000,USD
3169_A_Unmargined,VM CSA NY,Margined,cpty68,-5609414,25000000,JPY
591_A_VM CSA Eng,CSA,Margined,cpty69,-3764590,5000000,AUD
10264_A_CSA,CSA,Margined,cpty70,520732,250000,USD
12666_A_Unmargined,VM CSA NY,Margined,cpty71,369000,250000,USD
13106_A_Unmargined,VM CSA NY,Margined,cpty72,-10000,250000,USD
14479_A_Unmargined,VM CSA Eng,Margined,cpty73,350000,250000,USD
16669_A_VM CSA Eng,CSA,Margined,cpty74,-6470000,500000,USD
17418_A_VM CSA NY,CSA,Margined,cpty75,61660859,500000,EUR
1903_A_Unmargined,VM CSA NY,Margined,cpty76,-1500000,300000,USD
2174_A_Unmargined,VM CSA NY,Margined,cpty77,-600000,300000,USD
4260_A_CSA,VM CSA NY,Margined,cpty78,-280000,250000,USD
479_B_CSA,VM CSA NY,Margined,cpty79,-880000,250000,USD
579_B_VM CSA Eng,VM CSA Eng,Margined,cpty13,-17620000,250000,USD
901_A_Unmargined,VM CSA Eng,Margined,cpty14,1252580,250000,USD
17407_A_Unmargined,VM CSA Eng,Margined,cpty15,280000,250000,USD
12481_A_Unmargined,VM CSA Eng,Margined,cpty16,60000,50000,USD
16256_A_Unmargined,VM CSA Eng_2,Margined,cpty17,-230000,50000,USD
16342_A_Unmargined,VM CSA NY,Margined,cpty18,-60000,250000,USD
1668_B_VM CSA Eng,VM CSA NY,Margined,cpty19,-3800000,300000,USD
3297_A_Unmargined,VM CSA NY,Margined,cpty20,-23550000,300000,USD
1914_A_Unmargined,VM CSA NY,Margined,cpty21,-22200000,300000,USD
2521_A_Unmargined,VM CSA NY,Margined,cpty22,-400000,300000,USD
3906_A_VM CSA NY,VM CSA NY,Margined,cpty23,-450000,300000,USD
4977_A_Unmargined,VM CSA Eng,Margined,cpty24,20950112,0,USD
4978_A_Unmargined,VM CSA NY,Margined,cpty25,-15300000,300000,USD
5634_A_VM CSA NY,VM CSA NY,Margined,cpty26,-50000,250000,USD
5998_A_Unmargined,VM CSA NY,Margined,cpty27,0,300000,USD
6389_A_VM CSA NY,VM CSA NY,Margined,cpty28,-319600,400000,USD
8219_A_Unmargined,CSA,Margined,cpty29,600000,500000,USD
1010_A_Unmargined,VM CSA NY,Margined,cpty30,13615000,250000,USD
1068_A_Unmargined,VM CSA NY,Margined,cpty31,20000,250000,USD
10841_A_Unmargined,VM CSA Eng,Margined,cpty32,-11501096,100000,USD
16189_A_VM CSA Eng,VM CSA NY,Margined,cpty33,-1300000,250000,USD
1677_A_Unmargined,CSA,Margined,cpty34,0,500000,USD
2238_A_VM CSA NY,VM CSA Eng,Margined,cpty35,-33230000,100000,USD
4468_A_Unmargined,CSA,Margined,cpty36,-6058208,300000,MYR
7240_A_VM CSA Eng,VM CSA Eng,Margined,cpty37,207936,250000,EUR
7647_A_VM CSA Eng,VM CSA Eng,Margined,cpty38,-703917,250000,EUR
10758_A_VM CSA NY,CSA,Margined,cpty39,120000,100000,USD
13784_A_Unmargined,VM CSA Eng,Margined,cpty40,810000,250000,USD
14351_A_Unmargined,CSA,Margined,cpty41,0,100000,USD
14882_A_Unmargined,VM CSA Eng,Margined,cpty42,350000,50000,USD
1506_A_Unmargined,VM CSA NY,Margined,cpty43,-8050000,300000,USD
1545_A_VM CSA NY,VM CSA NY,Margined,cpty44,-900000,250000,USD
17205_A_VM CSA NY,VM CSA NY,Margined,cpty45,-350000,300000,USD
2137_B_CSA,VM CSA Eng,Margined,cpty46,5392913,100000,EUR
2172_A_Unmargined,VM CSA NY,Margined,cpty47,-2950000,300000,USD
2225_A_Unmargined,VM CSA NY,Margined,cpty48,395183,400000,USD
45_A_VM CSA NY,VM CSA NY,Margined,cpty49,-150000,400000,USD
6803_A_Unmargined,VM CSA Eng,Margined,cpty50,220000,100000,USD
9067_A_Unmargined,VM CSA NY,Margined,cpty51,-696064,250000,USD
1017_A_Unmargined,VM CSA NY,Margined,cpty52,290000,250000,USD
1057_A_Unmargined,VM CSA NY,Margined,cpty53,400000,250000,USD
15186_A_Unmargined,VM CSA NY,Margined,cpty54,-50000,400000,USD
18456_A_Unmargined,VM CSA Eng,Margined,cpty55,330000,20000,USD
2480_A_Unmargined,VM CSA Eng,Margined,cpty56,-270000,50000,USD
364_A_Unmargined,VM CSA NY,Margined,cpty57,9170000,500000,USD
4202_A_Unmargined,CSA,Margined,cpty58,-2452356,50000,EUR
4351_A_Unmargined,VM CSA Eng,Margined,cpty59,1130000,250000,USD
4482_A_Unmargined,VM CSA NY,Margined,cpty60,1790000,250000,USD
5093_A_VM CSA NY,VM CSA NY,Margined,cpty61,2329672,250000,USD
5666_A_Unmargined,VM CSA NY,Margined,cpty62,290000,250000,USD
5667_A_Unmargined,CSA,Margined,cpty63,360955,0,ZAR
8212_A_Unmargined,CSA,Margined,cpty64,0,500000,USD
8761_A_VM CSA NY,VM CSA NY,Margined,cpty65,3130000,250000,USD
8895_A_Unmargined,VM CSA Eng,Margined,cpty66,2111290,500000,EUR
8898_A_Unmargined,VM CSA Eng,Margined,cpty67,960000,250000,USD
933_A_Unmargined,VM CSA Eng,Margined,cpty68,-14929853,250000,EUR
12514_A_VM CSA NY,VM CSA Eng,Margined,cpty69,-18037,5000000,JPY
16851_A_VM CSA NY,VM CSA Eng,Margined,cpty70,820000,250000,USD
16892_A_VM CSA NY,CSA,Margined,cpty71,0,100000,USD
18067_A_VM CSA NY,VM CSA Eng,Margined,cpty72,40000,100000,USD
2579_A_Unmargined,VM CSA Eng,Margined,cpty73,500000,100000,USD
2643_A_Unmargined,VM CSA Eng,Margined,cpty74,90000,100000,USD
3654_A_VM CSA NY,VM CSA Eng,Margined,cpty75,510908,250000,EUR
3657_A_VM CSA NY,CSA,Margined,cpty76,2000000,100000,USD
3658_A_VM CSA NY,VM CSA NY,Margined,cpty77,900000,400000,USD
3883_A_VM CSA NY,CSA,Margined,cpty78,-8380000,250000,USD
3885_A_VM CSA NY,CSA,Margined,cpty79,0,100000,USD
3894_A_VM CSA NY,CSA,Margined,cpty13,69596955,1000000,EUR
4359_A_Unmargined,VM CSA Eng,Margined,cpty14,929894,17000000,INR
4387_A_Unmargined,VM CSA Eng,Margined,cpty15,210000,100000,USD
5904_A_VM CSA NY,VM CSA Eng,Margined,cpty16,-404767,100000,GBP
9432_A_VM CSA NY,VM CSA Eng,Margined,cpty17,50000,50000,USD
1365_A_Unmargined,CSA,Margined,cpty18,-450000,100000,USD
17031_A_Unmargined,VM CSA NY_2,Margined,cpty19,-130000,100000,USD
1847_A_VM CSA Eng,CSA,Margined,cpty20,3812644,250000,GBP
2359_A_Unmargined,VM CSA Eng,Margined,cpty21,-315000,250000,EUR
2372_A_Unmargined,VM CSA NY,Margined,cpty22,590000,250000,USD
2906_A_Unmargined,VM CSA Eng,Margined,cpty23,7669289,250000,USD
3401_A_Unmargined,VM CSA NY,Margined,cpty24,270000,50000,USD
3446_A_Unmargined,VM CSA NY,Margined,cpty25,110000,50000,USD
3535_A_Unmargined,VM CSA Eng,Margined,cpty26,3300000,250000,USD
4005_A_Unmargined,VM CSA Eng,Margined,cpty27,-361968,250000,USD
4034_A_Unmargined,VM CSA Eng,Margined,cpty28,10000,0,USD
4043_A_Unmargined,VM CSA Eng,Margined,cpty29,-14271301,200000,GBP
4471_A_Unmargined,VM CSA Eng,Margined,cpty30,620000,250000,USD
482_A_Unmargined,VM CSA Eng,Margined,cpty31,-330000,100000,USD
6168_A_Unmargined,VM CSA Eng,Margined,cpty32,1130000,400000,USD
6532_B_VM CSA NY,VM CSA Eng,Margined,cpty33,60000,50000,USD
6687_A_Unmargined,CSA,Margined,cpty34,-2300000,500000,USD
741_D_VM CSA NY,VM CSA Eng,Margined,cpty35,420000,250000,USD
7666_A_Unmargined,CSA,Margined,cpty36,20,100000,USD
8092_A_Unmargined,VM CSA Eng,Margined,cpty37,-34110000,400000,USD
922_A_Unmargined,CSA,Margined,cpty38,-703681,500000,USD
9911_A_Unmargined,VM CSA Eng,Margined,cpty39,-1360000,250000,USD
1433_A_Unmargined,CSA,Margined,cpty40,159242,200000,USD
6406_A_Unmargined,CSA,Margined,cpty41,1089720,50000000,INR
5244_B_CSA,CSA,Margined,cpty42,-300000,250000,USD
115_B_VM CSA Eng,VM CSA Eng,Margined,cpty43,-20984528,250000,USD
1550_B_VM CSA NY,VM CSA Eng,Margined,cpty44,-90000,100000,USD
3231_A_Unmargined,CSA,Margined,cpty45,-4000000,1000000,USD
9138_A_Unmargined,CSA,Margined,cpty46,3000000,500000,USD
5332_A_Unmargined,VM CSA NY,Margined,cpty47,-850000,300000,USD
10003_A_Unmargined,CSA,Margined,cpty48,-17676264,3000000,USD
14763_B_CSA,VM CSA Eng,Margined,cpty49,320000,100000,USD
3740_A_Unmargined,CSA,Margined,cpty50,0,100000,USD
4360_A_Unmargined,VM CSA Eng,Margined,cpty51,-68121,100000,EUR
10805_A_Unmargined,VM CSA Eng,Margined,cpty52,170000,100000,USD
1547_B_VM CSA NY,VM CSA Eng,Margined,cpty53,-3860190,250000,EUR
474_A_Unmargined,VM CSA Eng,Margined,cpty54,-2168519,250000,EUR
11233_A_Unmargined,VM CSA NY,Margined,cpty55,370000,250000,USD
1851_A_VM CSA Eng,VM CSA Eng,Margined,cpty56,700000,250000,USD
4521_A_Unmargined,VM CSA NY,Margined,cpty57,-7845965,35000000,JPY
10178_A_VM CSA Eng,VM CSA Eng,Margined,cpty58,-730000,100000,USD
10220_A_VM CSA Eng,VM CSA Eng,Margined,cpty59,270000,100000,USD
10225_A_VM CSA Eng,CSA,Margined,cpty60,11002387,10000000,JPY
10240_A_VM CSA Eng,VM CSA Eng,Margined,cpty61,50000,100000,USD
11592_A_VM CSA Eng,VM CSA NY,Margined,cpty62,14182665,250000,USD
11594_B_VM CSA Eng,CSA,Margined,cpty63,-1667500,300000,USD
11869_A_VM CSA Eng,VM CSA Eng,Margined,cpty64,270000,250000,USD
12397_A_VM CSA Eng,VM CSA Eng,Margined,cpty65,280000,250000,USD
12537_A_VM CSA NY,VM CSA Eng,Margined,cpty66,260000,250000,USD
